datetime,temperature,year,month,day,hour
2025-03-07 12:00:00,18.4,2025,3,7,12
2025-03-07 15:00:00,18.0,2025,3,7,15
2025-03-07 18:00:00,5.1,2025,3,7,18
2025-03-07 21:00:00,9.8,2025,3,7,21
2025-03-08 00:00:00,0.9,2025,3,8,0
2025-03-08 03:00:00,-0.8,2025,3,8,3
2025-03-08 06:00:00,0.8,2025,3,8,6
2025-03-08 09:00:00,13.3,2025,3,8,9
2025-03-08 12:00:00,18.3,2025,3,8,12
2025-03-08 15:00:00,18.8,2025,3,8,15
2025-03-08 18:00:00,5.7,2025,3,8,18
2025-03-08 21:00:00,1.8,2025,3,8,21
2025-03-09 00:00:00,-0.2,2025,3,9,0
2025-03-09 03:00:00,-1.0,2025,3,9,3
2025-03-09 06:00:00,-0.5,2025,3,9,6
2025-03-09 09:00:00,11.6,2025,3,9,9
2025-03-09 12:00:00,18.1,2025,3,9,12
2025-03-09 15:00:00,18.7,2025,3,9,15
2025-03-09 18:00:00,5.5,2025,3,9,18
2025-03-09 21:00:00,4.4,2025,3,9,21
2025-03-10 00:00:00,3.9,2025,3,10,0
2025-03-10 03:00:00,2.2,2025,3,10,3
2025-03-10 06:00:00,2.8,2025,3,10,6
2025-03-10 09:00:00,15.6,2025,3,10,9
2025-03-10 12:00:00,17.9,2025,3,10,12
2025-03-10 15:00:00,17.3,2025,3,10,15
2025-03-10 18:00:00,13.4,2025,3,10,18
2025-03-10 21:00:00,12.6,2025,3,10,21
2025-03-11 00:00:00,11.8,2025,3,11,0
2025-03-11 03:00:00,7.9,2025,3,11,3
2025-03-11 06:00:00,11.4,2025,3,11,6
2025-03-11 09:00:00,15.0,2025,3,11,9
2025-03-11 12:00:00,16.8,2025,3,11,12
2025-03-11 15:00:00,15.3,2025,3,11,15
2025-03-11 18:00:00,11.7,2025,3,11,18
2025-03-11 21:00:00,9.0,2025,3,11,21
2025-03-12 00:00:00,8.0,2025,3,12,0
2025-03-12 03:00:00,6.7,2025,3,12,3
2025-03-12 06:00:00,6.2,2025,3,12,6
2025-03-12 09:00:00,11.2,2025,3,12,9
2025-03-12 12:00:00,13.7,2025,3,12,12
2025-03-12 15:00:00,14.4,2025,3,12,15
2025-03-12 18:00:00,11.1,2025,3,12,18
2025-03-12 21:00:00,7.0,2025,3,12,21
2025-03-13 00:00:00,10.1,2025,3,13,0
2025-03-13 03:00:00,9.1,2025,3,13,3
2025-03-13 06:00:00,8.8,2025,3,13,6
2025-03-13 09:00:00,10.8,2025,3,13,9
2025-03-13 12:00:00,13.4,2025,3,13,12
2025-03-13 15:00:00,13.6,2025,3,13,15
2025-03-13 18:00:00,11.9,2025,3,13,18
2025-03-13 21:00:00,11.0,2025,3,13,21
2025-03-14 00:00:00,6.1,2025,3,14,0
2025-03-14 03:00:00,4.0,2025,3,14,3
2025-03-14 06:00:00,3.7,2025,3,14,6
2025-03-14 09:00:00,7.0,2025,3,14,9
2025-03-14 12:00:00,10.4,2025,3,14,12
2025-03-14 15:00:00,9.8,2025,3,14,15
2025-03-14 18:00:00,6.6,2025,3,14,18
2025-03-14 21:00:00,8.0,2025,3,14,21
2025-03-15 00:00:00,6.7,2025,3,15,0
2025-03-15 03:00:00,2.2,2025,3,15,3
2025-03-15 06:00:00,0.6,2025,3,15,6
2025-03-15 09:00:00,0.4,2025,3,15,9
2025-03-15 12:00:00,0.4,2025,3,15,12
2025-03-15 15:00:00,0.2,2025,3,15,15
2025-03-15 18:00:00,-0.3,2025,3,15,18
2025-03-15 21:00:00,-0.6,2025,3,15,21
2025-03-16 00:00:00,-0.6,2025,3,16,0
2025-03-16 03:00:00,-0.8,2025,3,16,3
2025-03-16 06:00:00,-0.8,2025,3,16,6
2025-03-16 09:00:00,0.2,2025,3,16,9
2025-03-16 12:00:00,1.7,2025,3,16,12
2025-03-16 15:00:00,2.9,2025,3,16,15
2025-03-16 18:00:00,-0.1,2025,3,16,18
